Temperature_C,Feels_Like_C,Humidity_Percent,Dew_Point_C,Pressure_hPa,Wind_Speed_mps,Wind_Direction_deg,Precipitation_mm,Cloud_Cover_Percent,Visibility_km,UV_Index,Latitude,Longitude,Weather_Class
-8.14,10.06,39.9,-8.52,1044.49,40.0,72.8,0.0,10.4,14.42,7.0,56.9344,-110.1735,Clear
11.66,11.66,69.2,6.21,1001.26,40.0,156.7,0.0,89.2,17.24,1.6,16.4176,-151.6915,Cloudy
-3.72,15.48,48.1,-5.1,1016.94,40.0,205.0,0.0,4.0,11.07,5.7,-52.4378,166.7686,Clear
10.96,10.96,89.3,6.63,996.52,40.0,329.8,5.0,96.8,12.53,4.5,7.3081,-56.7189,Rainy
21.91,55.0,93.7,18.8,999.45,40.0,317.3,11.1,87.3,20.0,3.6,-18.4254,-98.8634,Rainy
12.79,12.79,65.7,6.52,1005.67,40.0,118.6,0.0,69.4,3.51,4.3,-4.9543,-87.4634,Cloudy
14.81,14.81,34.4,-0.73,1010.47,40.0,11.9,0.0,76.9,6.69,5.4,-44.5264,86.4421,Cloudy
5.75,5.75,95.8,5.13,1022.71,1.9,334.6,0.0,92.2,0.19,4.1,30.2965,-99.5756,Foggy
10.7,10.7,39.0,-2.68,1004.75,40.0,241.4,0.0,66.7,3.59,2.4,-57.2792,96.8304,Cloudy
19.04,19.04,77.0,5.03,1015.33,40.0,95.8,1.33,83.4,4.19,4.8,-4.9327,18.7807,Drizzle
-8.44,-9.5,81.3,-11.06,994.39,3.52,10.2,2.92,97.3,7.99,0.9,55.0202,-6.4303,Snowy
-0.8,-0.8,96.7,-1.25,1004.78,4.53,302.6,0.0,94.8,0.23,2.4,43.6433,-82.4383,Foggy
13.95,13.95,81.0,0.74,1010.36,40.0,135.8,5.0,81.8,11.41,6.6,-24.04,77.3167,Rainy
17.81,55.0,36.4,15.24,1027.97,40.0,2.7,0.0,8.3,18.45,5.7,-59.919,-158.6448,Clear
26.16,-11.87,45.2,-25.63,1015.52,40.0,338.7,0.0,19.9,12.9,11.6,26.7349,-72.1843,Clear
7.66,-0.58,19.1,-14.44,1020.85,40.0,305.3,0.0,80.6,20.0,4.9,56.1005,-87.8877,Cloudy
14.31,14.31,96.0,14.31,989.38,15.0,358.7,18.93,93.2,9.94,2.5,55.7079,115.3481,Stormy
33.9,35.9,44.4,16.03,1005.15,40.0,85.2,0.43,100.0,19.04,12.5,-52.2264,-109.5139,Hot
4.93,-4.67,90.6,-4.1,1013.67,40.0,338.4,8.74,85.9,15.96,5.0,-42.1327,-115.3641,Rainy
13.17,13.17,90.6,10.63,1011.65,40.0,231.4,7.7,83.2,6.55,3.2,-41.4067,-123.2218,Rainy
13.04,12.08,40.9,6.57,1040.03,40.0,230.2,0.0,9.0,15.83,9.3,-57.8053,-55.8196,Clear
28.85,14.12,54.0,4.95,992.39,10.0,308.6,11.3,93.4,6.76,7.5,2.1068,62.0366,Thunderstorm
-4.35,12.48,35.1,-6.0,1039.96,40.0,326.3,0.0,10.4,11.83,11.7,-11.9113,-37.3721,Clear
49.7,48.19,36.4,12.92,1018.09,40.0,212.9,0.0,63.2,18.34,13.2,-54.3251,-97.3074,Heatwave
34.72,39.41,96.9,34.15,1023.93,40.0,166.9,0.8,76.4,13.75,1.6,53.1832,-54.0736,Humid
13.93,13.93,57.6,5.71,1001.08,40.0,43.7,0.0,85.7,9.52,4.8,28.1972,-107.8533,Cloudy
27.95,31.57,86.2,25.42,1015.44,40.0,217.6,0.07,85.8,14.44,6.9,6.9473,155.893,Humid
29.79,10.35,26.0,6.02,1047.48,40.0,345.0,0.0,2.0,15.63,5.5,-5.9974,72.9218,Clear
16.98,16.98,76.8,9.58,1000.88,40.0,241.6,1.59,93.4,7.18,3.6,-2.1836,145.5087,Drizzle
1.06,1.06,97.0,0.64,1004.31,1.22,1.0,0.0,69.5,0.66,4.8,54.0638,-15.425,Foggy
7.83,7.83,98.0,7.53,1005.01,3.31,297.5,0.0,69.0,0.12,5.2,39.5316,-11.983,Foggy
45.94,54.85,49.5,10.63,996.6,40.0,8.1,0.0,62.2,8.15,12.0,-43.5984,129.7957,Heatwave
7.73,-0.47,58.8,0.18,1000.63,40.0,102.1,0.0,70.9,20.0,4.3,-4.5408,-62.7455,Cloudy
15.42,15.42,89.5,9.66,1003.69,40.0,29.7,1.42,89.5,20.0,2.3,-46.6821,85.1617,Drizzle
26.18,11.85,27.6,-11.85,1038.06,40.0,159.5,0.0,2.3,12.74,10.6,-4.1396,-99.9679,Clear
22.95,27.39,94.4,22.0,1022.88,40.0,40.8,0.04,81.5,6.33,2.1,-29.4384,156.4067,Humid
15.87,15.87,82.4,6.67,1017.51,40.0,217.0,0.51,77.0,14.62,2.9,10.0536,27.9851,Drizzle
18.02,18.02,49.4,7.26,1021.95,40.0,110.0,0.0,86.1,12.87,3.8,-18.3755,-62.0265,Cloudy
0.07,18.96,30.9,-0.09,1047.83,40.0,314.8,0.0,7.4,13.99,5.9,-41.2672,54.2936,Clear
21.33,21.33,29.2,4.67,1015.26,8.71,209.9,0.0,18.8,5.78,5.4,36.2795,-168.9499,Dusty
16.94,16.94,26.2,14.27,1000.39,9.61,200.8,0.0,4.1,11.01,3.2,-24.1158,-66.6051,Dusty
11.29,11.29,86.7,6.91,988.09,15.0,225.3,10.0,94.9,10.95,2.5,-38.1636,10.7233,Stormy
10.7,10.7,35.0,-4.16,1016.25,40.0,144.3,0.0,85.6,15.14,3.5,-57.0169,-28.4699,Cloudy
27.84,55.0,96.4,20.39,993.98,19.21,134.0,27.68,94.3,3.44,4.3,-48.4475,18.4625,Thunderstorm
9.94,2.85,19.9,-0.91,1008.93,12.64,58.9,0.0,7.6,6.47,3.2,-2.4483,-109.0374,Dusty
14.99,14.99,91.4,0.1,995.22,19.42,324.6,8.06,91.2,5.75,2.5,57.2685,7.0483,Rainy
17.12,17.12,72.1,12.04,1023.67,40.0,10.9,0.0,78.1,13.18,1.5,-47.6136,-130.3068,Cloudy
39.78,48.46,32.8,8.03,1004.2,40.0,318.9,0.0,56.9,6.73,14.1,-30.4608,-171.0191,Heatwave
10.1,10.1,91.8,-1.08,1003.51,40.0,163.3,13.57,93.9,5.91,1.5,-45.5424,20.7937,Rainy
44.76,46.76,37.5,13.92,1001.44,40.0,20.4,0.0,37.6,16.9,10.5,-35.1584,-6.5514,Hot
12.84,17.38,31.8,3.34,1018.53,40.0,358.7,0.0,19.7,17.31,9.4,-9.4563,-21.5734,Clear
4.35,13.85,42.5,3.22,1048.07,40.0,146.4,0.0,2.1,10.71,5.0,45.2366,57.2399,Clear
37.58,42.6,40.1,2.26,1021.57,40.0,258.2,0.0,32.8,13.65,12.6,-46.5857,-170.5274,Heatwave
30.14,32.14,15.6,5.08,1017.3,40.0,298.1,0.0,50.3,13.36,14.9,-47.6371,24.833,Hot
28.15,14.56,51.9,9.27,1015.1,40.0,84.0,0.0,19.8,17.68,9.0,34.6558,31.1099,Clear
11.88,11.88,54.8,3.06,1007.64,40.0,184.1,0.0,65.9,20.0,4.1,-51.9405,-94.7545,Cloudy
26.39,16.33,71.7,11.2,992.5,35.0,222.4,8.0,100.0,2.97,1.1,-54.4598,-53.6337,Thunderstorm
12.0,12.0,60.6,4.62,1009.45,40.0,298.0,0.0,76.3,20.0,2.3,-58.2251,77.92,Cloudy
27.64,31.03,83.9,24.66,1020.84,40.0,246.8,0.45,73.1,13.53,1.5,-38.1444,-49.6471,Humid
14.24,14.24,80.6,10.94,1006.01,28.93,359.5,0.0,89.8,19.92,3.8,-3.7263,29.6572,Cloudy
14.97,14.97,94.7,4.73,962.09,15.0,285.0,22.98,93.0,17.34,2.3,41.4168,-120.4615,Stormy
18.17,18.17,82.9,3.31,1002.03,40.0,185.7,50.0,97.9,5.01,1.9,49.7982,97.7717,Rainy
42.98,43.82,39.4,10.79,1012.84,40.0,26.5,0.0,25.3,13.84,12.9,-6.2033,-109.0391,Heatwave
37.41,42.63,62.7,4.58,1004.04,40.0,293.6,0.0,38.8,5.72,14.5,26.4151,155.5066,Heatwave
33.02,35.02,30.7,11.59,1019.65,40.0,248.5,0.0,39.6,3.74,12.2,55.6899,5.9805,Hot
30.53,32.53,19.9,8.49,1015.55,40.0,190.8,0.0,28.1,7.41,13.5,28.7785,168.472,Hot
48.31,52.96,46.3,-8.92,1024.35,40.0,298.7,0.0,41.8,10.21,11.8,-14.2027,168.4707,Heatwave
7.43,-0.92,90.3,4.87,1014.65,40.0,257.6,5.98,82.4,10.07,3.2,-9.4025,-43.2285,Rainy
13.01,13.01,38.8,-0.69,1001.15,40.0,256.7,0.0,79.5,7.62,5.2,-28.506,140.4109,Cloudy
13.89,13.89,49.2,3.42,1007.35,40.0,239.9,0.0,69.3,20.0,4.5,43.67,-54.6763,Cloudy
31.53,35.22,86.9,29.07,1023.04,40.0,219.0,0.09,77.1,7.66,3.0,15.8448,163.8309,Humid
-5.64,12.68,46.0,-6.47,1029.63,13.98,335.2,0.0,7.6,11.14,5.4,-4.4525,-151.3913,Clear
39.01,43.71,33.9,-0.53,999.3,40.0,117.6,0.95,100.0,20.0,12.0,49.3272,1.3357,Heatwave
8.46,1.53,12.0,2.27,1016.65,8.0,40.4,0.0,9.3,14.1,2.6,47.5452,-69.3028,Dusty
-2.26,19.31,25.6,-2.41,1039.42,31.0,201.8,0.0,15.0,19.59,9.4,7.4534,-156.2232,Clear
8.72,1.01,20.3,1.36,1001.21,8.0,342.1,0.0,14.4,8.06,3.3,3.804,140.4366,Dusty
35.61,52.32,55.6,17.93,1009.05,40.0,285.1,0.0,64.9,1.68,14.4,30.5761,164.803,Heatwave
12.28,12.28,52.5,2.84,1004.96,40.0,273.4,0.0,84.8,1.85,3.7,-45.8828,-107.4067,Cloudy
-2.64,-3.3,75.2,-6.43,990.13,2.19,260.2,11.49,84.4,5.29,6.3,-22.9657,-178.8735,Snowy
-6.27,-11.13,54.9,-13.85,1039.21,9.73,213.4,0.0,54.6,17.24,2.3,2.4672,149.2856,Cold
15.97,-11.74,51.7,-11.66,1034.5,40.0,240.0,0.0,5.7,13.75,8.7,19.6137,-38.35,Clear
39.18,41.18,29.6,2.02,1011.46,21.72,306.9,0.0,28.6,7.89,8.1,-52.8262,-68.6285,Hot
16.76,16.76,96.4,2.14,976.07,29.35,155.1,22.3,96.9,6.87,2.7,42.7131,72.6396,Stormy
9.51,2.19,23.0,5.33,995.0,11.44,206.9,0.0,14.1,11.5,2.1,59.0445,-91.4722,Dusty
13.83,13.83,17.4,2.54,1025.52,8.0,155.6,0.0,2.3,6.25,3.2,14.2099,102.6617,Dusty
25.33,19.18,49.4,8.31,976.61,10.0,344.4,8.0,95.2,20.0,7.9,21.4255,111.7362,Thunderstorm
14.42,14.42,34.4,-1.1,1018.52,40.0,223.7,0.0,86.6,20.0,7.2,41.9818,92.334,Cloudy
20.66,16.66,67.7,10.66,987.82,15.08,220.1,8.0,96.8,20.0,4.2,31.2746,38.2623,Thunderstorm
48.24,50.14,51.1,19.36,994.46,40.0,165.5,4.57,95.9,7.21,11.5,-42.8563,-98.825,Heatwave
12.97,12.97,84.5,9.63,996.31,40.0,82.3,13.67,97.5,6.64,3.0,49.9509,125.8543,Rainy
3.09,-5.38,48.0,-0.28,1036.72,40.0,359.3,0.0,24.9,15.99,9.0,28.2475,112.0886,Clear
24.72,28.06,83.4,21.7,1010.35,40.0,316.4,0.27,73.0,7.31,2.3,35.6625,-43.754,Humid
18.81,14.65,29.7,8.03,1022.88,40.0,288.6,0.0,11.3,19.84,11.0,38.1069,51.2224,Clear
-9.54,10.83,49.1,-11.51,1015.84,40.0,271.8,0.0,7.3,11.67,6.6,-16.4311,-76.3502,Clear
27.89,32.69,98.0,27.54,1023.29,40.0,47.7,1.0,90.4,14.07,3.0,-42.6574,-41.9592,Humid
9.95,2.86,83.7,7.32,1019.27,40.0,192.4,0.0,88.2,16.89,3.1,0.0676,25.4684,Cloudy
17.86,17.86,97.2,17.4,1022.44,1.85,261.9,0.0,93.6,0.23,3.7,-50.3967,127.8414,Foggy
6.92,-1.69,22.6,1.32,995.84,8.0,192.5,0.0,3.0,13.96,1.2,29.969,63.6039,Dusty
12.04,12.04,90.5,5.18,959.33,18.56,129.9,48.94,91.2,8.91,5.7,-42.5532,-56.8797,Stormy
11.13,11.13,82.6,6.09,1005.56,40.0,222.6,5.0,96.1,4.27,5.7,2.3989,46.346,Rainy
-2.04,-5.61,36.3,-3.62,1047.32,40.0,77.9,0.0,12.0,18.02,5.5,-41.2018,159.0374,Clear
30.97,14.87,36.9,0.27,999.73,11.89,120.6,8.0,95.3,20.0,9.5,30.0138,-21.8836,Thunderstorm
31.83,35.46,86.3,29.25,1013.0,40.0,311.0,0.7,89.4,5.57,2.0,-31.604,124.288,Humid
17.05,17.05,92.4,0.47,966.98,15.0,336.1,10.0,99.7,10.21,3.8,-33.2278,-10.4379,Stormy
28.58,13.07,51.4,8.8,1048.88,40.0,291.6,0.0,20.6,14.72,11.3,-6.1218,-84.5822,Clear
46.34,48.74,35.9,3.82,1011.71,40.0,346.9,0.0,45.4,18.51,13.8,37.376,131.7468,Heatwave
25.25,55.0,85.7,13.77,999.34,40.0,98.7,49.27,90.4,2.45,3.9,-46.0256,-37.7607,Stormy
26.92,31.22,93.0,25.69,1013.5,40.0,143.8,1.49,87.9,12.41,2.0,52.5357,-49.1433,Humid
17.62,17.62,78.2,16.24,1014.75,40.0,245.1,1.69,79.9,8.99,0.9,59.1727,93.6112,Drizzle
11.02,11.02,27.3,-1.11,1021.11,24.09,206.0,0.0,24.4,13.39,3.5,53.3049,1.3726,Dusty
15.01,15.01,75.0,14.05,985.98,38.97,169.7,5.0,77.0,15.36,3.1,10.8697,90.1047,Drizzle
4.91,-4.7,91.8,-3.5,1014.95,40.0,225.3,15.16,99.9,8.46,5.8,-19.4696,46.1371,Rainy
28.98,33.49,95.1,28.11,1006.17,40.0,95.8,1.49,90.7,13.49,2.9,7.8873,-162.1691,Humid
13.91,13.91,42.2,1.27,1014.74,40.0,94.0,0.0,78.6,14.71,2.7,28.829,27.2556,Cloudy
-14.66,-17.96,50.0,-22.76,1018.92,6.61,351.7,1.18,48.4,16.67,3.2,-47.9188,12.996,Cold
14.77,18.97,34.1,-5.26,1044.99,40.0,158.6,0.0,19.3,19.43,11.9,15.3753,-91.4083,Clear
14.11,14.11,22.9,9.52,1002.2,10.23,296.1,0.0,10.4,6.6,2.8,-0.2443,53.4075,Dusty
18.23,18.23,42.2,5.15,1010.86,40.0,288.5,0.0,75.1,8.41,6.0,10.85,-102.0295,Cloudy
35.37,46.88,30.5,10.64,1010.7,40.0,179.2,0.0,4.3,12.41,14.6,11.4435,139.1077,Heatwave
23.47,27.45,89.8,21.7,1008.02,40.0,154.7,0.65,82.9,11.82,3.8,21.9561,-113.2753,Humid
17.8,10.79,46.0,4.65,1044.18,40.0,203.7,0.0,19.5,11.24,7.2,20.2356,-35.6029,Clear
5.94,-3.16,87.6,2.8,1013.82,40.0,9.1,7.36,94.4,12.59,3.7,22.6025,-36.2447,Rainy
16.38,16.38,88.3,8.89,1008.98,9.54,282.6,0.92,85.0,15.55,4.2,-2.0613,127.8039,Drizzle
-11.78,-16.64,55.4,-18.9,1035.32,9.72,167.0,0.0,52.3,11.21,3.6,43.2372,-110.1794,Cold
16.94,16.94,17.3,11.76,1015.07,12.41,193.1,0.0,24.8,12.13,2.2,-46.9373,-100.4572,Dusty
40.0,52.76,38.9,13.78,1005.95,40.0,249.2,0.0,56.0,7.35,13.9,33.7564,-96.4139,Heatwave
26.43,10.35,32.6,7.35,1028.17,40.0,120.5,0.0,16.1,17.76,7.4,-35.6895,108.4789,Clear
13.69,13.69,60.3,6.14,1007.45,40.0,45.0,0.0,76.3,3.89,2.3,50.1529,124.5774,Cloudy
12.7,12.7,90.4,-1.23,1007.06,40.0,292.6,31.71,89.8,13.97,3.0,50.0645,-95.7163,Rainy
21.86,55.0,93.5,13.93,967.87,15.0,232.7,10.0,97.2,15.8,3.6,-30.1595,40.6886,Stormy
-4.44,16.93,39.0,-5.59,1036.64,40.0,133.2,0.0,4.4,15.93,7.8,-59.2193,-57.3095,Clear
45.72,48.45,63.4,-0.03,1003.87,40.0,83.8,0.0,52.7,7.42,10.9,1.7199,162.8871,Heatwave
15.53,15.53,86.8,12.46,969.27,15.0,312.6,11.74,98.5,17.26,3.4,-8.3895,9.4886,Stormy
21.82,16.38,45.9,3.13,1030.25,40.0,54.6,0.0,28.0,13.95,9.9,-38.1731,57.7183,Clear
47.77,48.13,46.5,22.53,1004.34,40.0,343.1,0.0,93.5,3.92,13.7,-22.5134,-82.8205,Heatwave
16.26,16.26,19.6,3.13,1015.45,8.0,191.5,0.0,17.3,12.04,8.9,4.2339,171.6801,Dusty
11.96,11.96,92.2,10.73,1002.43,0.59,140.2,0.0,86.0,0.17,6.3,5.9207,-158.2793,Foggy
17.33,17.33,89.0,-0.52,974.51,19.94,39.9,10.0,90.8,2.87,6.7,1.9151,-131.0653,Stormy
18.07,15.74,26.7,7.57,1020.72,40.0,51.8,0.0,3.2,18.71,10.7,51.0558,169.7184,Clear
44.65,51.16,60.5,2.11,1016.17,40.0,191.6,0.0,27.8,2.11,13.2,-49.6526,168.2462,Heatwave
15.82,15.82,85.1,8.31,1007.76,40.0,72.1,3.67,88.9,20.0,5.1,48.3085,164.906,Drizzle
28.79,12.92,79.6,9.48,988.46,10.0,184.2,23.94,96.6,3.82,1.5,38.7262,-3.7958,Thunderstorm
30.73,34.27,85.4,27.98,1023.79,40.0,232.4,1.84,88.8,7.11,7.9,-9.1849,87.2258,Humid
23.01,55.0,29.2,22.02,1023.9,40.0,237.0,0.0,20.9,15.53,5.3,49.0421,-173.3657,Clear
2.17,2.17,97.8,1.86,1011.02,2.09,262.2,0.27,61.0,0.68,7.8,24.419,137.5125,Foggy
10.6,10.6,13.2,8.33,998.25,8.0,284.1,0.0,8.1,7.99,4.2,-49.6464,-141.8126,Dusty
10.08,10.08,24.8,3.07,1024.66,8.0,350.6,0.0,10.3,10.18,4.8,46.6035,-147.0246,Dusty
22.43,25.67,82.3,19.27,1022.63,40.0,257.9,2.19,80.1,9.66,4.8,-50.9061,-162.6334,Humid
19.3,19.3,86.1,12.21,988.92,15.0,306.8,22.34,97.6,12.06,6.7,10.0161,3.8321,Stormy
-4.98,-5.54,72.8,-9.1,1019.61,1.89,332.9,4.11,95.3,2.63,3.7,49.5507,148.943,Snowy
20.06,55.0,79.8,18.77,997.56,40.0,58.0,1.48,88.0,8.26,2.1,-31.8557,-149.8163,Drizzle
3.23,-4.59,79.6,-8.14,1000.53,18.33,104.9,1.11,78.0,7.6,2.6,32.2105,128.2713,Drizzle
6.15,-2.84,13.1,-3.33,1004.43,11.14,284.7,0.0,27.7,10.52,4.6,18.4136,-43.1183,Dusty
0.98,-10.59,90.3,-11.1,1014.22,40.0,171.3,5.0,99.5,6.69,5.8,23.799,159.8761,Rainy
13.18,13.18,95.6,12.49,1017.57,0.55,263.2,0.0,76.5,0.26,3.1,-21.8583,-121.377,Foggy
24.65,55.0,55.4,15.12,1012.06,40.0,45.8,0.0,88.2,6.93,4.5,18.4433,23.7128,Cloudy
13.15,13.15,21.5,5.59,1015.92,8.0,53.7,0.0,11.2,7.49,5.5,-46.2562,-37.6086,Dusty
21.46,55.0,55.7,11.0,973.16,14.3,27.2,8.0,86.0,10.46,6.0,-31.9983,106.0062,Thunderstorm
16.2,16.2,89.0,-1.35,975.77,22.76,66.2,10.0,96.9,20.0,8.1,20.4894,161.3114,Stormy
-14.81,-16.56,74.3,-18.35,987.57,5.81,201.2,3.65,87.4,9.18,2.6,52.7406,153.1899,Snowy
20.42,11.76,22.0,2.08,1036.37,40.0,218.1,0.0,18.9,13.67,7.4,-10.1854,-87.319,Clear
6.72,14.06,21.8,5.47,1026.04,40.0,246.0,0.0,9.1,19.47,10.5,38.3286,67.8894,Clear
31.96,35.35,83.9,28.9,1017.79,36.59,147.0,1.51,88.3,8.45,6.2,3.0057,140.1189,Humid
17.12,17.12,62.6,9.93,1017.54,40.0,170.8,0.0,60.4,11.18,4.9,-44.5893,-115.5242,Cloudy
-3.0,-4.3,70.8,-7.55,996.07,4.33,346.8,3.14,88.7,4.33,6.4,6.8578,-173.9379,Snowy
23.74,55.0,16.8,12.36,1022.68,8.0,57.4,0.0,21.0,10.65,5.3,-34.3282,-138.1481,Dusty
15.38,15.38,96.2,4.55,961.41,39.55,67.3,15.45,98.1,4.59,3.8,6.4896,-14.1041,Stormy
26.29,30.18,88.9,24.3,1022.6,40.0,91.1,0.89,86.1,13.79,5.3,29.977,93.1503,Humid
-5.81,10.6,52.1,-7.32,1033.4,40.0,186.9,0.0,9.0,11.24,11.6,58.4818,58.8282,Clear
33.11,35.11,43.8,7.37,997.84,40.0,165.4,0.0,85.0,14.83,9.5,58.2991,60.694,Hot
28.96,33.74,97.8,28.58,1019.3,40.0,20.2,0.25,79.9,7.66,5.7,-10.1924,-150.7307,Humid
14.77,14.77,20.1,6.41,999.79,8.95,88.5,0.0,6.5,6.04,6.5,-16.6629,-62.511,Dusty
23.26,26.46,82.0,20.01,1019.55,40.0,214.8,1.58,85.9,10.9,5.5,20.4468,24.7012,Humid
11.41,11.41,13.1,2.36,995.69,18.91,148.5,0.0,27.8,7.96,7.6,-19.5093,-83.1317,Dusty
12.2,12.2,89.1,-0.92,995.17,40.0,56.2,5.0,86.8,5.92,4.4,-24.9946,-9.1064,Rainy
16.45,16.45,90.4,14.85,985.19,35.54,131.7,10.0,94.0,20.0,2.8,20.7408,-171.7667,Stormy
22.7,26.87,91.7,21.27,1005.31,40.0,350.7,0.92,81.6,14.61,3.3,-20.2861,-170.3854,Humid
16.68,16.68,71.8,11.57,1015.33,40.0,72.2,0.0,72.9,17.22,3.3,28.0007,43.9237,Cloudy
33.23,12.26,38.5,5.61,1021.22,40.0,69.5,0.0,26.0,10.82,5.7,53.0186,-175.1335,Clear
16.44,16.44,92.6,11.11,956.2,27.03,130.2,21.19,97.5,20.0,5.5,-0.9965,74.7522,Stormy
17.08,19.12,57.6,10.55,987.74,35.0,309.2,8.0,89.7,10.2,2.9,38.7879,152.1189,Thunderstorm
25.11,28.62,85.1,22.42,1013.8,40.0,310.0,1.54,72.3,9.46,2.1,40.4209,-162.0627,Humid
23.07,55.0,93.0,16.72,951.19,36.22,176.3,37.78,98.0,20.0,5.0,51.8869,-58.373,Stormy
9.16,3.12,83.6,-1.01,1007.74,22.98,97.5,5.0,71.7,3.27,5.6,-11.9488,78.4201,Drizzle
26.18,55.0,52.0,16.0,975.54,13.79,156.7,13.6,86.7,15.56,9.8,6.3229,76.2508,Thunderstorm
33.07,35.07,18.0,8.7,1012.09,40.0,290.3,0.0,40.7,4.46,11.5,-28.603,-115.3687,Hot
27.29,12.89,41.4,0.1,973.09,10.0,157.8,11.02,91.3,8.74,6.4,29.304,159.6372,Thunderstorm
-2.68,13.9,37.0,-2.94,1031.36,40.0,126.9,0.0,17.6,15.65,7.6,8.9378,120.2982,Clear
26.21,14.36,37.5,5.77,1048.13,36.7,245.4,0.0,10.5,17.79,10.0,-18.3635,-170.2875,Clear
17.64,17.64,57.2,9.07,1008.32,40.0,72.2,0.0,63.7,9.77,4.5,41.8496,146.5703,Cloudy
9.64,9.64,95.0,8.89,1006.94,1.28,110.6,0.79,91.7,0.22,5.7,-4.8186,84.1379,Foggy
19.54,19.54,82.2,15.54,1015.18,40.0,175.5,0.5,82.2,6.19,6.8,-12.2187,153.8617,Drizzle
27.78,55.0,62.2,15.96,985.83,25.17,252.3,8.0,90.1,18.43,2.2,-25.6684,49.3012,Thunderstorm
7.89,-0.22,48.6,-2.26,1015.92,40.0,101.5,0.0,73.0,5.36,6.5,-29.0288,51.5322,Cloudy
15.73,15.73,84.5,13.12,1013.87,40.0,186.1,0.0,71.4,0.59,2.0,-20.4865,41.6069,Cloudy
34.95,0.85,27.4,-0.31,1038.26,40.0,187.7,0.0,25.6,17.5,7.7,13.056,-94.6427,Clear
13.17,1.78,41.3,4.76,1027.59,30.64,334.5,0.0,9.7,18.22,7.6,4.6278,10.7014,Clear
36.38,38.38,23.8,8.18,1004.58,40.0,91.9,1.01,53.1,9.89,13.1,-28.7105,-80.6483,Hot
48.11,49.93,32.8,2.32,1022.33,40.0,244.8,0.0,32.2,3.85,11.9,57.6939,20.6345,Heatwave
8.63,0.87,85.8,-2.95,995.77,38.97,27.2,63.09,95.1,11.72,4.0,45.9839,83.9774,Stormy
14.96,14.96,56.2,6.31,1020.88,40.0,3.4,0.0,71.7,14.28,4.7,-43.854,-75.9467,Cloudy
-0.08,14.96,45.6,-1.19,1020.87,40.0,102.0,0.0,24.4,16.11,8.7,-26.8916,46.5508,Clear
11.5,11.5,87.0,9.42,1012.12,40.0,218.4,0.0,84.8,9.07,4.6,32.9028,-2.8398,Cloudy
20.62,18.11,100.0,18.11,997.38,10.0,261.2,8.0,88.3,9.41,3.6,36.0221,-178.5604,Thunderstorm
30.6,32.6,27.9,3.94,996.15,40.0,257.0,0.0,45.8,19.7,8.9,59.3314,-127.0932,Hot
39.0,53.89,38.2,-1.23,1024.29,40.0,290.7,0.0,11.6,16.69,14.2,-59.3066,-141.8625,Heatwave
47.94,44.14,61.0,17.73,1011.83,40.0,238.7,0.0,40.0,6.94,12.9,49.1696,37.2189,Heatwave
17.42,17.42,81.3,13.76,994.54,40.0,2.3,8.5,93.2,1.41,2.8,50.9294,-90.7844,Rainy
20.46,-4.58,89.9,3.47,989.92,10.0,84.5,8.0,85.5,4.86,2.4,-51.7802,-11.8081,Thunderstorm
13.33,13.33,90.4,2.23,981.47,18.86,275.2,37.66,98.7,2.25,4.9,-59.3058,-85.185,Stormy
4.97,-4.6,87.0,2.99,1008.75,40.0,228.9,0.0,60.6,10.6,3.4,-32.1872,67.3154,Cloudy
7.44,-0.9,18.5,-6.23,1007.77,14.63,15.1,0.0,5.2,12.66,4.1,21.1875,171.314,Dusty
21.19,55.0,91.7,17.39,999.99,40.0,221.0,11.5,90.7,9.51,3.3,18.0522,-35.0227,Rainy
-1.13,15.16,42.8,-2.08,1018.98,40.0,60.1,0.0,12.8,14.42,9.3,-12.8929,-122.6298,Clear
13.69,13.69,66.9,7.64,1019.45,40.0,201.3,0.0,65.3,20.0,4.1,55.3342,145.3565,Cloudy
20.35,55.0,49.8,9.52,1004.6,40.0,187.1,0.0,87.1,3.91,6.1,45.8732,106.6349,Cloudy
-15.52,-16.95,75.2,-18.9,988.57,4.77,161.4,2.63,91.4,2.52,3.1,19.1942,47.0093,Snowy
16.12,13.61,48.5,2.95,993.14,20.03,155.4,15.07,98.6,1.07,2.7,-39.1776,-52.6485,Thunderstorm
-4.99,13.62,46.2,-6.36,1026.78,40.0,165.3,0.0,13.2,14.91,6.6,-29.794,-2.0179,Clear
7.35,-1.03,97.3,-5.9,958.78,30.52,308.8,10.0,97.8,20.0,5.8,20.2062,-119.4585,Stormy
9.03,1.48,79.0,-6.55,1021.5,40.0,15.9,0.67,79.2,18.79,6.6,32.9952,-8.23,Drizzle
-16.05,-16.35,72.6,-19.81,1006.69,1.0,142.7,1.76,89.2,3.04,4.1,44.0222,71.2747,Snowy
33.56,37.31,87.6,31.2,1007.79,40.0,185.5,0.06,74.7,6.18,6.4,18.1467,-44.1985,Humid
46.58,43.17,32.9,10.53,1009.31,40.0,131.7,0.0,33.2,5.43,12.4,-44.5712,116.5866,Heatwave
9.5,2.18,84.2,8.96,998.18,40.0,51.2,20.78,96.9,7.9,3.2,-23.6883,39.1324,Rainy
14.46,14.46,86.5,11.02,996.5,15.0,291.2,12.51,93.9,11.31,3.8,-15.4873,-162.2338,Stormy
